County,CDSCode,School ,Street,City,State,Zip,Telephone,PublicDistrict
Riverside,33670337015852,Montessori School of Corona,260 West Ontario Avenue,Corona,CA,92882,951-371-6731,Riverside
Riverside,33670587083116,Montessori School of the Desert,73-925 Fred Waring Drive,Palm Desert,CA,92260,760-773-0984,Desert Sands Unified School District
Riverside,33670586924195,Montessori School of the Valley,43-250 Warner Trail,Palm Desert,CA,92211,760-345-1888,Desert Sands Unified
Riverside,33752427097488,Morning Dove Christian,25065 Morning Dove Way,Moreno Valley,CA,92551,951-924-4640,Val Verde Unified
Riverside,33669856138655,Morongo School,12130 Santiago Road,Banning,CA,92220,951-755-5138,Banning Unified School District
Riverside,,Mount Carmel Academy,2241 Coriander Circle,Corona,CA,92879,949-415-6118,Corona-Norco Unified
Riverside,,Mt. View Academy,33250 Zellar Street,Lake Elsinore,CA,92520,909-343-7937,Lake Elsinore Unified
Riverside,33752006901904,Murrieta Springs Adventist Christian,32477 Starbuck Circle,Murrieta,CA,92562,951-461-2243,Murrieta Valley Unified
Riverside,33751766200885,Murrieta Valley Christian School,41685 Date Street Suite B,Murrieta,CA,92562,951-677-9276,Murrieta Valley Unified
Riverside,33672497071178,Noli Indian School,24335 Soboba Road,San Jacinto,CA,92581,951-654-5596,San Jacinto Unified
Riverside,33672156937858,Notre Dame High School,7085 Brockton Avenue,Riverside,CA,92506,951-275-5896,Riverside Unified
Riverside,33672077104490,Oak Grove at The Ranch,1251 North A Street,Perris,CA,92570,951-238-6022,Perris Union High
Riverside,33752007071533,Oak Grove Center / Jack Weaver,24275 Jefferson Avenue,Murrieta,CA,92562,951-677-5599,Murrieta Valley Unified
Riverside,,Oak Tree Christian Academy,13125 Larkhaven Drive,Moreno Valley,CA,92553,951-490-9311,Moreno Valley Unified School District
Riverside,33670337094279,Olive Branch Christian Academy,7702 El Cerrito Road,Corona,CA,92881,951-279-9977,corona norco school disctrict
Riverside,,Oliver Christian School Center,25486 Dorval Court,Menifee,CA,92584,951-928-5718,Menifee Union Elementary
Riverside,33672156976849,Our Lady of Perpetual Help,6686 Streeter Avenue,Riverside,CA,92504,951-689-2125,Riverside Unified
Riverside,33670586976831,Our Lady of Perpetual Help,82470 Bliss Avenue,Indio,CA,92201,760-347-3786,Desert Sands Unified
Riverside,33670586917959,Palm Desert Learning Tree Center,47950 Dune Palms Road,La Quinta,CA,92253,760-345-8100,Desert Sands Unified School District
Riverside,33671736976856,Palm Valley School,35-525 Da Vall Drive,Rancho Mirage,CA,92270,760-328-0861,Palm Springs Unified
Riverside,33671246137483,Paradise Christian Academy,14651 Willow Leaf Road,Moreno Valley,CA,92555,951-640-4636,Moreno Valley
Riverside,33671246146336,Parents Choice,20372 Harvard Way,Riverside,CA,92507,951-222-2022,MORENO VALLEY
Riverside,33670826134886,Parkway Baptist Academy,2035 E Campus Way,Hemet,CA,92544,951-692-1084,Hemet Unified
Riverside,33669937098817,Pass Christian School,5297 West Wilson Street,Banning,CA,92220,951-845-1398,Beaumont Unified
Riverside,,Potter's Clay Christian School,31421 Twilight Vista Drive,Menifee,CA,92584,714-457-7855,Menifee Union Elementary
Riverside,33672157087919,Praada Academy,19170 Pemberton Place,Riverside,CA,92508,951-575-7961,Riverside Unified
Riverside,33670336137020,Precious Cargo Christian Academy,433 Sixth Street,Norco,CA,92860,951-736-0312,corona Norco
Riverside,33751926924344,Rancho Christian School,31300 Rancho Community Way,Temecula,CA,92592,951-303-1408,Temecula Valley Unified
Riverside,33670827083322,Red Mountain Christian,43795 Woody End Lane,Hemet,CA,92544,951-767-9101,Hemet Unified
Riverside,33671166203467,Revival Christian Academy,29220 Scott Road,Menifee,CA,92584,951-246-5657,Menifee Union Elementary
Riverside,33672156978209,Riverside Christian Day School,3612 Arlington Avenue,Riverside,CA,92506,951-686-1818,Riverside Unified
Riverside,33672156937908,Riverside Christian Schools,3532 Monroe Street,Riverside,CA,92504,951-687-0077,riverside unified
Riverside,33672156988299,Riverside Montessori Academy,7141 Indiana Avenue,Riverside,CA,92504,951-686-1335,Riverside
Riverside,33670586959548,Sacred Heart,43775 Deep Canyon Road,Palm Desert,CA,92260,760-346-3513,Desert Sands Unified
Riverside,33672156976922,Saint Catherine of Alexandria School,7025 Brockton Avenue,Riverside,CA,92506,951-684-1091,Riverside Unified
Riverside,33751927098809,Saint Jeanne de Lestonnac,32650 Avenida Lestonnac,Temecula,CA,92592,951-587-2505,Temecula Valley Unified
Riverside,33752006200281,Sierra Springs Christian,40960 California Oaks Road,Murrieta,CA,92562,951-304-3304,Murrieta Valley Unified
Riverside,33672157022619,Somerset,17241 Van Buren Boulevard,Riverside,CA,92504,951-789-4405,Riverside Unified
Riverside,33670336976930,St. Edward School,500 South Merrill Street,Corona,CA,92882,951-737-2530,Corona-Norco Unified
Riverside,33672156976948,St. Francis de Sales School,4205 Mulberry Street,Riverside,CA,92501,951-683-5083,Riverside Unified
Riverside,33672496976955,St. Hyacinth Academy,275 South Victoria Avenue,San Jacinto,CA,92583,951-654-2013,San Jacinto Unified
Riverside,33671996976963,St. James Catholic School,250 West Third Street,Perris,CA,92570,951-657-5226,Perris Elementary
Riverside,33670826930085,St. John's Lutheran,26410 Columbia Street,Hemet,CA,92544,951-925-7756,Hemet Unified
Riverside,33670826930085,St. John's Lutheran,26410 Columbia Street,Hemet,CA,92544,951-925-7756,Hemet Unified
Riverside,33672496133268,St. Jude School,23608 Soboba Road,San Jacinto,CA,92583,951-487-8822,San Jacinto Unified
Riverside,33671736976989,St. Theresa,455 South Compadre Road,Palm Springs,CA,92262,760-327-4919,Palm Springs Unified
Riverside,33672156976997,St. Thomas the Apostle School,9136 Magnolia Avenue,Riverside,CA,92503,951-689-1981,Riverside Unified School District
Riverside,33672150125146,Starting Gate Educational Services,4011 14th Street,Riverside,CA,92501,951-788-7374,Riverside Unified School District
Riverside,33751927072309,Temecula Christian School,29825 Santiago Road,Temecula,CA,92592,951-695-0025,Temecula Valley Unified
Riverside,33751927091531,Temecula Montessori Academy,27635 Jefferson Avenue,Temecula,CA,92590,951-676-6464,temecula Ca
Riverside,,Temecula Valley Sudbury School,30133 Rouge Lane,Canyon Lake,CA,92587,951-249-2556,Lake Elsinore Unified
Riverside,33671996999130,Temple Christian School,745 North Perris Blvd,Perris,CA,92571,951-657-7326,Perris Elementary
Riverside,33752006142293,The University of America,38397 Innovation Court Suite 101,Murrieta,CA,92563,951-200-3320,Murrieta Valley Unified school District
Riverside,33670336917942,Town and Country Day School,3614 Pedley Avenue,Norco,CA,92860,951-737-2130,Corona-Norco Unified
Riverside,33670336204317,Turning Point Christian School,2000 Norco Drive,Norco,CA,92860,951-735-4480,Corona Norco
Riverside,33672156136931,United Christian Academy Riverside,3346 Inverness Street,Riverside,CA,92507,951-685-2990,Riverside Unifiedi
Riverside,33671246903280,Valley Adventist Christian,12649 Indian Street,Moreno Valley,CA,92553,951-242-3012,Moreno Valley Unified
Riverside,33670586134860,Valley Christian Academy,43400 Warner Trail,Palm Desert,CA,92211,760-345-8505,Desert Sands Unified
Riverside,33671246927016,Valley Christian Academy,26755 Alessandro Boulevard,Moreno Valley,CA,92555,951-242-5683,Moreno Valley Unified
Riverside,33751927055056,Van Avery Prep,29851 Santiago Road,Temecula,CA,92592,951-506-3123,Temecula Valley School District
Riverside,,Veritas Academy,24323 Jackson Avenue Number 129,Murrieta,CA,92562,978-855-1274,Murrieta Valley Unified
Riverside,<>,Vista View Academy,9311 Reche Vista Drive,Moreno Valley,CA,92557,--,
Riverside,33672156937973,Woodcrest Christian,18401 Van Buren Boulevard,Riverside,CA,92508,951-780-2010,Riverside Unified
Riverside,33671736133078,Xavier College Preparatory High School,34-200 Cook Street,Palm Desert,CA,92211,760-601-3900,Palm Springs Unified School District
Sacramento,34674397091481,ABC School,4540 Harlin Drive,Sacramento,CA,95826,916-364-7800,Sacramento County Office of Education
Sacramento,34674476141998,Academy of Private Classic Education,7412 Hollyhock Court,Citrus Heights,CA,95621,916-725-8316,San Juan Unified
Sacramento,34674476937999,Aldar Academy,4436 Engle Road,Sacramento,CA,95821,916-485-9685,San Juan Unified
Sacramento,34674476904718,Almondale Academy,8616 Greenback Lane,Orangevale,CA,95662,916-988-8611,San Juan Unified
Sacramento,34674477071616,American Christian Academy - Ext,7412 Hollyhock Court,Citrus Heights,CA,95621,530-365-2950,San Juan Unified
Sacramento,34739736937544,Antelope Christian Academy,4533 Antelope Road,Antelope,CA,95843,916-727-1197,Dry Creek
Sacramento,,Arrows Academy,170 Pinedale Avenue,Sacramento,CA,95838,530-310-1029,Natomas Unified
Sacramento,34674477082951,Atkinson Youth Services School,3600 Fair Oaks Boulevard,Sacramento,CA,95864,916-977-3790,San Juan Unified
Sacramento,34765057024722,Berean Christian School,4801 Keema Avenue,Sacramento,CA,95842,916-221-5089,San Juan Unified
Sacramento,34674396206338,Bergamo Montessori School,8144 Pocket Road,Sacramento,CA,95831,916-399-1900,Sacramento City Unified
Sacramento,34673147085707,Bradshaw Christian,8324 Bradshaw Road,Sacramento,CA,95829,916-688-0521,Elk Grove Unified
Sacramento,34673306204549,Brighton Schools,405 Natoma Station Drive,Folsom,CA,95630,916-985-2222,Folsom-Cordova Unified
Sacramento,34674396976310,Brookfield School,3600 Riverside Boulevard,Sacramento,CA,95818,916-442-1255,Sacramento City Unified
Sacramento,34765057071681,Calvary Baptist Church,6608 16th Street,Rio Linda,CA,95673,916-991-5870,Twin Rivers Unified
Sacramento,34674396999148,Calvary Christian,4911 47th Avenue,Sacramento,CA,95824,916-393-3633,Sacramento City Unified
Sacramento,34674397069230,Camellia Waldorf,5701 Freeport Boulevard,Sacramento,CA,95822,916-427-5022,Sacramento City Unified
Sacramento,34674396902019,Capital Christian School,9470 Micron Avenue,Sacramento,CA,95827,916-856-5611,Sacramento City Unified
Sacramento,34674476976328,Carden School of Sacramento,3020 Marconi Avenue,Sacramento,CA,95821,916-488-1313,San Juan Unified
Sacramento,,Carousel Scool,2052 West La Loma Drive,Rancho Cordova,CA,95670,916-363-4616,Folsom-Cordova Unified
Sacramento,34673307099450,CCHAT Center–Sacramento,11100 Coloma Road,Rancho Cordova,CA,95670,916-361-7290,Folsom Cordova
Sacramento,34674396938047,Christian Brothers High School,4315 Martin Luther King Jr. Boulevard,Sacramento,CA,95820,916-733-3600,Sacramento City Unified
Sacramento,34674476143911,Claire's Montessori International Academy,7331 Beech Avenue,Orangevale,CA,95662,916-987-5663,San Juan Unified
Sacramento,34673146145163,Classical Families of Elk Grove,9447 Cote d'Or Drive,Elk Grove,CA,95624,916-549-2492,Elk Grove Unified
Sacramento,34673306132583,Eastridge Christian Academy,10961 Wethersfield Drive,Mather,CA,95655,916-826-1918,Folsom-Cordova Unified
Sacramento,34674476976351,El Rancho School,5636 El Camino Avenue,Carmichael,CA,95608,916-482-8656,San Juan Unified
Sacramento,34673146132971,First Baptist Church Kindergarten,8939 East Stockton Boulevard,Elk Grove,CA,95624,916-714-0735,Elk Grove Unified
Sacramento,34674476144232,Folsom Educational Academy,6045 Margo Drive,Orangevale,CA,95662,916-941-5348,San Juan Unified
Sacramento,34674396142350,Franklin Park Private School,3031 Franklin Boulevard,Sacramento,CA,95818,916-203-0240,Sacramento City Unified
Sacramento,34674476952865,Freedom Christian,7736 Sunset Avenue,Fair Oaks,CA,95628,916-962-3247,San Juan Unified
Sacramento,34673486905251,Galt Adventist Christian,619 Myrtle Avenue,Galt,CA,95632,209-745-3577,Galt Joint Union Elementary
Sacramento,34673486901987,Galt Christian School,801 Church Street,Galt,CA,95632,209-745-3316,Galt Joint Union Elementary
Sacramento,,Gomes Private School,4381 Monhegan Way,Mather,CA,95655,916-204-5834,Folsom-Cordova Unified
Sacramento,34674476138564,Grace Family Christian School,4837 Marconi Avenue,Carmichael,CA,95608,916-481-1001,San Juan Unified
Sacramento,34765056146294,Helen Haney Preparatory School,180 Barton Way,Sacramento,CA,95838,702-826-1032,Twin Rivers Unified
Sacramento,,Henica Acadamy,5704 Moon Creek Way,Elk Grove,CA,95758,916-643-9113,Elk Grove Unified
Sacramento,34673307095417,IHS Christian School,11111 Morgan River Court,Rancho Cordova,CA,95670,916-638-7755,Folsom-Cordova Unified
Sacramento,34673146133177,King's Academy,9461 Laguna Creek Drive,Elk Grove,CA,95624,209-790-3301,Elk Grove Unified
Sacramento,,Love of Learning,2116 Weldon Way,Sacramento,CA,95825,916-359-3898,San Juan Unified
Sacramento,34673147081425,Lutheran High School,9270 Bruceville Road,Elk Grove,CA,95758,916-691-2277,Elk Grove Unified
Sacramento,34673487095896,Mayflower Academy,628 Myrtle Avenue,Galt,CA,95632,209-366-7600,Galt Joint Union Elementary
Sacramento,34674396133391,Merryhill School,2600 V Street,Sacramento,CA,95818,916-429-6055,Sacramento
Sacramento,34673147099757,Milhous School Inc. - Bar Du Lane,7818 Bar Du Lane,Sacramento,CA,95829,916-689-5211,Elk Grove Unified
Sacramento,34765057064991,Mustard Seed,1321 North C Street,Sacramento,CA,95811,916-447-3626,Twin Rivers Unified
Sacramento,34674396146195,MVP Diamond Academy,2891 32nd Avenue,Sacramento,CA,95824,916-421-1995,Sacramento City Unified
Sacramento,,Nehemiah Christian Academy,2727 Del Paso Boulevard,Sacramento,CA,95815,916-921-9303,North Sacramento School
Sacramento,34674397085590,Northern California Preparatory,6046 Lemon Hill Avenue,Sacramento,CA,95824,916-383-6222,Sac City
Sacramento,34103486146146,NWASBC/Slavic Christian Academy-Sacramento,6521 Hazel Avenue,Orangevale,CA,95662,916-273-2735,Sacramento County Office of Education
Sacramento,34674476914246,Odyssey Learning Center,7150 Santa Juanita Avenue,Orangevale,CA,95662,916-988-0258,San Juan Unified
Sacramento,34674476976443,Orangevale Seventh-day Adventist,5810 Pecan Avenue,Orangevale,CA,95662,916-988-4310,San Juan Unified
Sacramento,34674476976450,Our Lady of the Assumption School,2141 Walnut Avenue,Carmichael,CA,95608,916-489-8958,San Juan Unified
Sacramento,3467447710063,Pacific High School,5777 Madison Avenue Number 810,Sacramento,CA,95841,916-962-0500,San Juan Unified
Sacramento,34673226142053,Palm Tree Christian School,1701 Kasser Road,Elverta,CA,95626,916-778-7792,Elverta Joint Elementary
Sacramento,34674476938187,River Valley,451 Parkfair Drive,Sacramento,CA,95864,916-483-8575,San Juan Unified
Sacramento,34674476938195,Sacramento Adventist Academy,5601 Winding Way,Carmichael,CA,95608,916-481-2300,San Juan Unified
Sacramento,34765056137095,Sacramento Christian School,4141 Fell Street,Sacramento,CA,95838,916-505-2575,Sacramento City Unified
Sacramento,34674476938211,Sacramento Country Day School,2636 Latham Drive,Sacramento,CA,98564,916-481-8811,San Juan Unified
Sacramento,,Sacramento Learning Tree Academy,6550 Filbert Avenue,Orangevale,CA,95662,916-987-1625,San Juan School District
Sacramento,34674476938203,Sacramento Waldorf,3750 Bannister Road,Fair Oaks,CA,95628,916-961-3900,San Juan Unified
Sacramento,34674396976542,Sacred Heart,856 39th Street,Sacramento,CA,95816,916-456-1576,Sacramento City Unified
Sacramento,34674476133037,Salam Academy,4541 College Oak Drive,Sacramento,CA,95841,916-979-1973,San Juan Unified
Sacramento,34674476904395,Shalom School,2320 Sierra Boulevard,Sacramento,CA,95825,916-485-4151,San Juan Unified
Sacramento,34674476130025,Sierra School at Eastern: Lower,1150 Eastern Avenue,Sacramento,CA,95864,916-488-5455,San Juan Unified
Sacramento,34674476938245,Sierra School at Eastern-Upper,1150 Eastern Avenue,Sacramento,CA,95864,916-488-2515,San Juan Unified
Sacramento,34674396201198,Slavic Gospel,4659 Dry Creek Road,Sacramento,CA,95838,916-952-9680,Sacramento City Unified
Sacramento,34673147020837,Southpointe Christian School,7520 Stockton Boulevard,Sacramento,CA,95823,916-504-3380,Elk Grove
Sacramento,34673147100647,St Elizabeth Ann Seton Catholic School,9539 Racquet Court,Elk Grove,CA,95758,916-684-7903,Elk Grove Unified
Sacramento,34673146976567,St. Charles Borromeo,7580 Center Parkway,Sacramento,CA,95823,916-421-6189,Elk Grove Unified
Sacramento,34674396976575,St. Francis Elementary School,2500 K Street,Sacramento,CA,95816,916-442-5494,Sacramento City Unified
Sacramento,34674476976583,St. Ignatius School,3245 Arden Way,Sacramento,CA,95825,916-488-3907,San Juan Unified
Sacramento,34673306976435,St. John Notre Dame,309 Montrose Drive,Folsom,CA,95630,916-985-4129,Folsom-Cordova Unified
Sacramento,34674476976617,St. Mark's Lutheran Elementary,7869 Kingswood Drive,Citrus Heights,CA,95610,916-961-7891,San Juan Unified
Sacramento,34674476133649,St. Michael's Academy,4524 Garfield Avenue,Carmichael,CA,95608,916-486-4946,San Juan Unified
Sacramento,34674476981914,St. Michael's Episcopal Day School,2140 Mission Avenue,Carmichael,CA,95608,916-485-3418,San Juan Unified
Sacramento,34674396976641,St. Patrick SUCCEED Academy,5945 Franklin Boulevard,Sacramento,CA,95824,916-421-4963,Sacramento County Office of Education
Sacramento,34765056146096,Still Waters Christian School,4039 Balsam Street,Sacramento,CA,95843,916-628-5174,TWIN RIVERS UNITED SCHOOL
Sacramento,34674476167720,Summit Christian School,5010 Hazel Avenue,Fair Oaks,CA,95628,916-536-9307,San Juan Unified
Sacramento,34673306132591,Sundance Montessori,216 Natoma Street,Folsom,CA,95630,916-985-6034,Folsom-Cordova Unified
Sacramento,,Sungold Discovery Collaborative,3506 Eisenhower Drive,Sacramento,CA,95826,916-531-6679,Sacramento City Unified
