CDSCode,StatusType,County,District,School,Street,City,Zip,State,Phone,Ext,Website,Latitude,Longitude,AdmFName1,AdmLName1,AdmEmail1
45104546088868,Closed,Shasta,Shasta County Office of Education,Shasta County Superintendent O,1644 Magnolia Avenue,Redding,96001,CA,,,,,,,,
45104546101612,Merged,Shasta,Shasta County Office of Education,Community School,5855 South Bonnyview,Redding,96001,CA,,,,,,,,
45104546101620,Merged,Shasta,Shasta County Office of Education,Whiskeytown Environmental Sch.,PO Box 186,Whiskeytown,96095,CA,,,,,,,,
45104546102578,Closed,Shasta,Shasta County Office of Education,Green Pastures,3924 Silverbridge Road,Palo Cedro,96073,CA,,,,,,,,
45104546102586,Merged,Shasta,Shasta County Office of Education,Mary Street School,590 Mary Street,Redding,96001,CA,,,,,,,,
45104546102594,Merged,Shasta,Shasta County Office of Education,Live Oak Special Education Cen,5885 E. Bonnyview Road,Redding,96001,CA,,,,,,,,
45104546102602,Closed,Shasta,Shasta County Office of Education,Remi Vista School,PO Box 36,Whitmore,96096,CA,,,,,,,,
45104546103774,Closed,Shasta,Shasta County Office of Education,Community School,,,,,,,,,,,,
45104546103782,Merged,Shasta,Shasta County Office of Education,Junction Special School,3801 Deschutes Road,Palo Cedro,96073,CA,,,,,,,,
45104546104053,Closed,Shasta,Shasta County Office of Education,Burney Community,1658 Tamarack,Burney,96013,CA,,,,,,,,
45104546104061,Merged,Shasta,Shasta County Office of Education,Live Oak,5585 E. Bonnyview Road,Redding,96001,CA,,,,,,,,
45698564530028,Active,Shasta,Anderson Union High,West Valley High,3805 Happy Valley Road,Cottonwood,96022-9205,CA,(530) 347-7171,,www.auhsd.net,40.396829,-122.40669,Emmett,Koerperich,ekoerperich@auhsd.net
45698564530051,Active,Shasta,Anderson Union High,Oakview High (Alternative),20083 Olinda Road,Anderson,96007,CA,(530) 378-6895,,www.auhsd.net,40.442348,-122.30290,Brandt,Shriner,bshriner@auhsd.net
45698564530762,Active,Shasta,Anderson Union High,North Valley High,20083 Olinda Road,Anderson,96007-8291,CA,(530) 365-6054,,www.auhsd.net,40.442182,-122.30299,Brandt,Shriner,bshriner@auhsd.net
45698564530804,Active,Shasta,Anderson Union High,Anderson High,1471 Ferry Street,Anderson,96007-3313,CA,(530) 365-2741,,www.auhsd.net,40.441385,-122.30595,Rebecca,Evers,revers@auhsd.net
45698564530069,Active,Shasta,Anderson Union High,Anderson Adult Education,5250 West Anderson Dr,Anderson,96007,CA,(530) 365-3334,,,,,Brandt,Shriner,bshriner@auhsd.net
45698646050066,Merged,Shasta,Bass Elementary,Bass Elementary,14732 Bass Drive,Redding,96003,CA,,,,,,,,
45698726050074,Active,Shasta,Bella Vista Elementary,Bella Vista Elementary,22661 Old Alturas Road,Bella Vista,96008,CA,(530) 549-4415,,www.bveagles.com,40.639200,-122.23260,Kellie,Dunham,kdunham@shastalink.k12.ca.us
45698806050082,Active,Shasta,Black Butte Union Elementary,Black Butte Elementary,7752 Ponderosa Way,Shingletown,96088-9652,CA,(530) 474-3125,152,www.blackbutteschool.org,40.533766,-121.93129,Don,Aust,daust@blackbutteschool.org
45698806113260,Active,Shasta,Black Butte Union Elementary,Black Butte Junior High,7946 Ponderosa Way,Shingletown,96088,CA,(530) 474-3441,,www.blackbutteschool.org,40.546619,-121.91036,Don,Aust,daust@blackbutteschool.org
45698986050090,Merged,Shasta,Buckeye Elementary,Buckeye Elementary,3407 Hiatt Drive,Redding,96003,CA,,,,,,,,
45698986050108,Merged,Shasta,Buckeye Elementary,Buckeye Junior High,3407 Hiatt Drive,Redding,96003,CA,,,,,,,,
45699066050116,Merged,Shasta,Canyon Union Elementary,Canyon Elementary,School Road,Lakehead,96051,CA,,,,,,,,
45699144530184,Closed,Shasta,Cascade Union Elementary,Cascade Community Day,2644 North Street,Anderson,96007,CA,,,,,,,,
45699146050124,Active,Shasta,Cascade Union Elementary,Anderson Middle,1646 West Ferry Street,Anderson,96007-3314,CA,(530) 378-7060,,,40.444505,-122.30598,Karin,Cox,kcox@cuesd.com
45699146050132,Active,Shasta,Cascade Union Elementary,Anderson Heights Elementary,1530 Spruce Street,Anderson,96007-4369,CA,(530) 378-7050,,,40.436896,-122.29307,Carol,Koppes,ckoppes@cuesd.com
45699146050140,Active,Shasta,Cascade Union Elementary,Meadow Lane Elementary,2770 Balls Ferry Road,Anderson,96007-3537,CA,(530) 378-7030,,,40.455149,-122.28748,Rita,Mitchell,rmitchell@cuesd.com
45699146050157,Closed,Shasta,Cascade Union Elementary,Verde Vale Elementary,19415 Jacqueline Street,Anderson,96007-4824,CA,,,,40.466663,-122.33284,,,
45699146114144,Active,Shasta,Cascade Union Elementary,Cascade Community Day,1500 Spruce Street,Anderson,96007,CA,(530) 378-7056,,www.cuesd.com,40.448470,-122.30592,Carol,Koppes,ckoppes@cuesd.com
45699226050165,Active,Shasta,Castle Rock Union Elementary,Castle Rock Elementary,29373 Main Street,Castella,96017-0180,CA,(530) 235-0101,,www.castlerockschool.net,41.142800,-122.31680,Stacie,Moore,smoore@shastalink.k12.ca.us
45699556050199,Closed,Shasta,Cottonwood Union Elementary,East Cottonwood Elementary,3425 Brush Street,Cottonwood,96022,CA,,,,40.386885,-122.27977,,,
45699556050207,Active,Shasta,Cottonwood Union Elementary,West Cottonwood Junior High,20512 West First Street,Cottonwood,96022,CA,(530) 347-3123,,http://west.cwusd.com/,40.385748,-122.27650,Douglas,Geren,dgeren@cwusd.com
45699716050215,Active,Shasta,Enterprise Elementary,Alta Mesa Elementary,2301 Saturn Skyway,Redding,96002-2813,CA,(530) 224-4130,,www.eesd.net,40.556029,-122.32851,Tony,Moebes,tmoebes@eesd.net
45699716050223,Active,Shasta,Enterprise Elementary,Lassen View Elementary,705 Loma Vista Drive,Redding,96002,CA,(530) 224-4150,,www.eesd.net,40.549209,-122.35853,Rick,Fitzpatrick,rfitzpatrick@eesd.net
45699716050231,Active,Shasta,Enterprise Elementary,Mistletoe Elementary,1225 Mistletoe Lane,Redding,96002-0720,CA,(530) 224-4160,,www.eesd.net,40.578356,-122.34879,Shelle,Peterson,speterson@eesd.net
45699716050249,Active,Shasta,Enterprise Elementary,Parsons Junior High,750 Hartnell Avenue,Redding,96002-2120,CA,(530) 224-4190,,www.eesd.net,40.563792,-122.35744,Cheryl,Olson,colson@eesd.net
45699716050256,Active,Shasta,Enterprise Elementary,Rother Elementary,795 Hartnell Avenue,Redding,96002-2121,CA,(530) 224-4170,,www.eesd.net,40.563750,-122.35643,Debbie,Lungi,dlungi@eesd.net
45699716050264,Active,Shasta,Enterprise Elementary,Shasta Meadows Elementary,2825 Yana Avenue,Redding,96002-1493,CA,(530) 224-4180,,www.eesd.net,40.566338,-122.33706,Scotti,Gleason,sgleason@eesd.net
45699894530143,Closed,Shasta,Fall River Joint Unified,Fall River Adult Education,37571 Mountain View Road,Burney,96013,CA,,,,,,,,
45699896050298,Closed,Shasta,Fall River Joint Unified,Hat Creek Elementary Defunct,Cassel,Fall River Mills,96028,CA,,,,,,,,
45699896050306,Closed,Shasta,Fall River Joint Unified,McArthur Elementary,Main & Cedar Streets,Cassell,96016,CA,,,,,,,,
45701106050496,Closed,Shasta,Redding Elementary,Live Oak Elementary,South and East Bonnyview,Redding,96001,CA,,,,,,,,
45699716114334,Active,Shasta,Enterprise Elementary,Enterprise Community Day,3200 Adams Lane,Redding,96002-2813,CA,(530) 224-4236,,www.eesd.net,40.565664,-122.35911,Brian,Winstead,bwinstead@eesd.net
45699716113567,Closed,Shasta,Enterprise Elementary,Chrysalis Charter,800 Auditorium Drive,Redding,96002,CA,,,www.chrysalischarterschool.com,,,,,
45699894530010,Active,Shasta,Fall River Joint Unified,Mountain View High (Continuation),20375 Tamarack Avenue,Burney,96013,CA,(530) 335-5189,,www.frjusd.org,40.883203,-121.67235,Greg,Hawkins,ghawkins@frjusd.org
45699894530135,Closed,Shasta,Fall River Joint Unified,Fall River Jt. Unified Alter. Ed.,37571 Mountain View Road Burney,Callel,96016,CA,,,,,,,,
45699894531000,Active,Shasta,Fall River Joint Unified,Burney Junior-Senior High,37571 Mountain View Road,Burney,96013,CA,(530) 335-4576,,www.frjusd.org,40.875420,-121.58871,Ray,Guerrero,rguerrero@frjusd.org
45699894533600,Active,Shasta,Fall River Joint Unified,Fall River Junior-Senior High,44215 Walnut Street,McArthur,96056-8555,CA,(530) 336-5515,,www.frjusd.org,41.046360,-121.40073,Jeanne,Utterback,jutterback@frjusd.org
45699896050272,Active,Shasta,Fall River Joint Unified,Burney Elementary,37403 Toronto Street,Burney,96013,CA,(530) 335-2279,,www.frjusd.org,40.883235,-121.65649,Marcy,Schmidt,mschmidt@frjusd.org
45699896050280,Active,Shasta,Fall River Joint Unified,Fall River Elementary,24977 Curve Street,Fall River Mills,96028,CA,(530) 336-5551,,www.frjusd.org,41.005701,-121.44006,Christine,Knoch,cknoch@frjusd.org
45699896050314,Active,Shasta,Fall River Joint Unified,Mt. Burney Special Education Center,37577 Mountain View Road,Burney,96013,CA,(530) 335-3852,,www.frjusd.org,40.875408,-121.58723,Ray,Guerrero,rguerrero@frjusd.org
45699976050322,Active,Shasta,French Gulch-Whiskeytown Elementary,French Gulch-Whiskeytown Elementary,11442 Cline Gulch Road,French Gulch,96033-0368,CA,(530) 359-2151,,http://fgws-fgws-ca.schoolloop.com/,40.708854,-122.63472,Moira,Casey,mcasey@shastalink.k12.ca.us
45700036050330,Active,Shasta,Grant Elementary,Grant Elementary,8835 Swasey Drive,Redding,96001-9722,CA,(530) 243-0561,,www.grantesd.k12.ca.us,40.550299,-122.47390,Michael,Freeman,mfreeman@grantesd.k12.ca.us
45700116050348,Active,Shasta,Happy Valley Union Elementary,Happy Valley Elementary,17480 Palm Avenue,Anderson,96007-8241,CA,(530) 357-2111,,,40.446638,-122.40902,Janet,Tufts,jtufts@hvusd.net
45700116097703,Active,Shasta,Happy Valley Union Elementary,Happy Valley Primary,16300 Cloverdale Road,Anderson,96007-8209,CA,(530) 357-2131,,,40.474128,-122.45447,Rich,Gifford,rgifford@hvusd.net
45700116115737,Closed,Shasta,Happy Valley Union Elementary,Happy Valley Community Day (Elem),1697 West Mill Street,Anderson,96007,CA,,,www.shastalink.k12.ca.us/happyvalley,,,,,
45700376050389,Active,Shasta,Indian Springs Elementary,Indian Springs Elementary,25299 Big Bend Road,Big Bend,96011-0070,CA,(530) 337-6219,,http://indianspringsesd.org,41.016000,-121.90670,Ed,Traverso,etraverso@shastalink.k12.ca.us
45701106050504,Closed,Shasta,Redding Elementary,Magnolia Elementary,1644 Magnolia Avenue,Redding,96001,CA,,,,,,,,
45701106097711,Closed,Shasta,Redding Elementary,Alternative/Intervention Schoo,,,,,,,,,,,,
45701364530085,Closed,Shasta,Shasta Union High,Shasta Union High Alternative Education,2650 8th Street,Redding,96001,CA,,,,,,,,
45700456100416,Closed,Shasta,Junction Elementary,Junction Intermediate,9019 Deschutes Road,Palo Cedro,96073-8713,CA,,,www.junctionesd.net,40.539913,-122.23869,,,
45700526050405,Active,Shasta,Millville Elementary,Millville Elementary,8570 Brookdale Road,Millville,96062,CA,(530) 547-4471,,www.millvilleschool.net,40.551165,-122.16935,Mindy,DeSantis,mrs.desantis@millvilleschool.net
45700786050421,Active,Shasta,North Cow Creek Elementary,North Cow Creek Elementary,10619 Swede Creek Road,Palo Cedro,96073-9742,CA,(530) 549-4488,,www.northcowcreek.org,40.592816,-122.23420,Jeff,Harris,jharris@northcowcreek.org
45700866050439,Active,Shasta,Oak Run Elementary,Oak Run Elementary,27635 Oak Run to Fern Road,Oak Run,96069-9592,CA,(530) 472-3241,,,40.684756,-122.03022,Frank,Adelman,fadelman@oakrunschool.org
45700946050447,Active,Shasta,Pacheco Union Elementary,Pacheco Elementary,7430 Pacheco School Road,Redding,96002-4069,CA,(530) 224-4585,,www.pacheco.k12.ca.us/pacheco/pacheco.htm,40.505160,-122.33163,Jason,Provence,jprovence@pacheco.k12.ca.us
45700946050454,Active,Shasta,Pacheco Union Elementary,Prairie Elementary,20981 Dersch Road,Anderson,96007,CA,(530) 365-1801,,www.pacheco.k12.ca.us/prairie/prairie.htm,40.480350,-122.26880,Jason,Provence,jprovence@pacheco.k12.ca.us
45700946114508,Closed,Shasta,Pacheco Union Elementary,Pacheco Community Day,1645 Mill Street,Anderson,96007,CA,,,www.pacheco.k12.ca.us,40.448054,-122.30640,,,
45701106050462,Active,Shasta,Redding Elementary,Bonny View Elementary,5080 Bidwell Road,Redding,96001,CA,(530) 225-0030,,http://bonnyview.reddingschools.net,40.543846,-122.37832,David,Alexandar,dalexander@rsdnmp.org
45701106050488,Active,Shasta,Redding Elementary,Juniper,375 Ellis Street,Redding,96001,CA,(530) 225-0045,,http://juniper.reddingschools.net,40.563507,-122.38188,Anthony,Anderson,aanderson@rsdnmp.org
45701106050512,Active,Shasta,Redding Elementary,Manzanita Elementary,1240 Manzanita Hills Avenue,Redding,96001,CA,(530) 225-0050,,http://manzanita.reddingschools.net,40.581761,-122.41193,Kim,McKenzie,kmckenzie@rsdnmp.org
45701106050520,Active,Shasta,Redding Elementary,Sequoia Middle,1805 Sequoia Street,Redding,96001,CA,(530) 225-0020,,http://sequoia.reddingschools.net,40.583426,-122.38108,Cass,Ditzler,cditzler@rsdnmp.org
45701106050538,Active,Shasta,Redding Elementary,Sycamore Elementary,1926 Sycamore Drive,Redding,96001,CA,(530) 225-0055,,http://sycamore.reddingschools.net,40.523608,-122.38887,Susanna,Winstead,swinstead@rsdnmp.org
45701106101612,Active,Shasta,Redding Elementary,Turtle Bay,1330 Arboretum Drive,Redding,96003,CA,(530) 225-0035,,http://turtlebay.reddingschools.net/,40.595905,-122.38595,Linda,Lawhon,llawhon@rsdnmp.org
45701286050546,Active,Shasta,Shasta Union Elementary,Shasta Elementary,10446 Red Bluff Road,Shasta,96087-3473,CA,(530) 243-1110,,www.shastalink.k12.ca.us/sue,40.590953,-122.48802,Heidi,Gerig,hgerig@rsdnmp.org
45701364530044,Active,Shasta,Shasta Union High,Foothill High,9733 Deschutes Road,Palo Cedro,96073,CA,(530) 547-1700,,www.foothillcougars.com/,40.528987,-122.23870,Jim,Bartow,jbartow@suhsd.net
45701364530093,Active,Shasta,Shasta Union High,Shasta Adult Education,590 Mary Street,Redding,96001,CA,(530) 245-2626,,,,,Guy,Malain,gmalain@suhsd.net
45701364530119,Closed,Shasta,Shasta Union High,Pioneer Continuation High,2650 Eighth Street,Redding,96001,CA,,,www.suhsd.net,,,,,
47764554733309,Active,Siskiyou,Scott Valley Unified,Etna Union High,400 Howell Avenue,Etna,96027-0721,CA,(530) 467-3244,,,41.459425,-122.89838,Bruce,Bishop,bbishop@svusd.us
45701364530200,Active,Shasta,Shasta Union High,Pioneer Continuation High,2650 Eighth Street,Redding,96001,CA,(530) 243-1880,,www.suhsd.net,40.588651,-122.40838,Elsbeth,Prigmore,eprigmore@suhsd.net
45701364530218,Active,Shasta,Shasta Union High,Freedom High,590 Mary Street,Redding,96001,CA,(530) 245-2660,,www.suhsd.net,40.574843,-122.38208,Guy,Malain,gmalain@suhsd.net
45701364531901,Merged,Shasta,Shasta Union High,Central Valley High,4066 La Mesa Street,Central Valley,96019,CA,,,,,,,,
45701364535217,Closed,Shasta,Shasta Union High,Nova High,2200 Eureka Way,Redding,96001,CA,,,,,,,,
45701364536256,Closed,Shasta,Shasta Union High,Pioneer Continuation High,2650 Eighth Street,Redding,96001-0365,CA,,,www.suhsd.net,,,,,
45701364530127,Closed,Shasta,Shasta Union High,Continuation #2,2500 Eureka Way,Redding,96001-0335,CA,,,,,,,,
45701444536405,Closed,Shasta,Shasta-Tehama-Trinity Joint Community College,Redding Adult Education,PO Box 6006,Redding,96099,CA,,,,,,,,
45701444533501,Closed,Shasta,Shasta-Tehama-Trinity Joint Community College,Fall River Evening High,,,,,,,,,,,,
45701516050553,Merged,Shasta,Shasta Lake Union Elementary,Central Valley Intermediate,Hardenbrook and Main,Central Valley,96019,CA,,,,,,,,
45701516050561,Merged,Shasta,Shasta Lake Union Elementary,Deer Creek Elementary,Vallecito & Deer Creek,Central Valley,96019,CA,,,,,,,,
45701516050579,Merged,Shasta,Shasta Lake Union Elementary,Project City Elementary,5309 Grand Av-Project Cty,Central Valley,96019,CA,,,,,,,,
45701516050587,Merged,Shasta,Shasta Lake Union Elementary,Toyon Elementary,13929 Lake Boulevard Summit City,Central Valley,96019,CA,,,,,,,,
45701696050595,Active,Shasta,Whitmore Union Elementary,Whitmore Elementary,30611 Whitmore Road,Whitmore,96096-0010,CA,(530) 472-3243,,http://whitmoreelementaryschool.com,40.632235,-121.89561,Larry,Robins,lrobins@shastalink.k12.ca.us
45737006050413,Active,Shasta,Mountain Union Elementary,Montgomery Creek Elementary,30365 Highway 299 East,Montgomery Creek,96065-0368,CA,(530) 337-6214,,,40.837117,-121.92618,Kenneth,Hood,kenhood@shastalink.k12.ca.us
45737006050173,Closed,Shasta,Mountain Union Elementary,Cedar Creek Elementary,29771 Terry Mill Road,Round Mountain,96084,CA,,,,,,,,
45745834590014,Active,Shasta,Shasta-Trinity ROP,Shasta-Trinity ROP,4659 Eastside Road,Redding,96001,CA,(530) 246-3302,,www.strop.org,40.547414,-122.38607,Charlie,Hoffman,choffman@shastalink.k12.ca.us
45752674530077,Active,Shasta,Gateway Unified,Mountain Lakes High,17752 Shasta Dam Boulevard,Shasta Lake,96019,CA,(530) 275-7000,,www.gateway-schools.org,40.687763,-122.38714,Mark,Telles,mtelles@gwusd.org
45752674530168,Closed,Shasta,Gateway Unified,Gateway Adult Education,4425 Main Street,Shasta Lake,96019-0818,CA,,,www.gsd.k12.ca.us,,,,,
45752676050066,Closed,Shasta,Gateway Unified,Bass Elementary,14732 Bass Drive,Redding,96003,CA,,,www.gsd.k12.ca.us,,,,,
45752676050116,Closed,Shasta,Gateway Unified,Canyon Elementary,18300 Antlers School Road,Lakehead,96051,CA,,,,,,,,
45752674530176,Active,Shasta,Gateway Unified,Gateway Community Day,17752 Shasta Dam Boulevard,Shasta Lake,96019,CA,(530) 275-7000,,www.gateway-schools.org,40.687763,-122.38714,Mark,Telles,mtelles@gwusd.org
45752674531901,Active,Shasta,Gateway Unified,Central Valley High,4066 La Mesa Avenue,Shasta Lake,96019-9243,CA,(530) 275-7075,,www.gateway-schools.org,40.677880,-122.37368,Ryan,Johnson,rjohnson@gwusd.org
45752676050090,Active,Shasta,Gateway Unified,Buckeye School of the Arts,3407 Hiatt Drive,Redding,96003,CA,(530) 225-0420,,www.gwusd.org,40.631025,-122.40346,Jason,Rubin,jrubin@gwusd.org
45752676050108,Closed,Shasta,Gateway Unified,Buckeye Middle,3500 Tamarack Drive,Redding,96003,CA,,,,,,,,
45752676050553,Closed,Shasta,Gateway Unified,Central Valley Intermediate,4501 Main Street,Shasta Lake,96019,CA,,,,,,,,
45752676050561,Merged,Shasta,Gateway Unified,Deer Creek Elementary,4620 Vallecito Street,Shasta Lake,96019,CA,,,,,,,,
45752676050587,Closed,Shasta,Gateway Unified,Toyon Elementary,17752 Shasta Dam Boulevard,Shasta Lake,96019,CA,,,www.gwusd.org,,,,,
45752674530101,Active,Shasta,Gateway Unified,Gateway Educational Options,3500 Tamarack Drive,Redding,96003,CA,(530) 245-7960,,,40.687763,-122.38714,Ryan,Johnson,rjohnson@gwusd.org
45344549011545,Closed,Shasta,Mt. Lassen Assembly of God,Burney Head Start Preschool,PO Box 626,Burney,96013,CA,,,,,,,,
45700296050355,Active,Shasta,"Igo, Ono, Platina Union Elementary",Igo-Ono Elementary,6429 Placer Street,Igo,96047,CA,(530) 396-2841,,,40.502823,-122.54139,Heidi,Gerig,hgerig@rsdnmp.org
45700296050363,Closed,Shasta,"Igo, Ono, Platina Union Elementary",Ono Elementary,PO Box 41,Igo,96047,CA,,,,,,,,
46104626077267,Active,Sierra,Sierra County Office of Education,Sierra County Special Education,111 Beckwith Road,Loyalton,96118,CA,(530) 993-4485,,www.sierracountyofficeofeducation.org/,39.584381,-120.36872,Marlene,Mongolo,mmongolo@spjusd.org
46701774630018,Closed,Sierra,Sierra-Plumas Joint Unified,Sierra Crest,700 4th Street,Loyalton,96118,CA,,,www.sierracountyofficeofeducation.org/,39.678903,-120.24507,,,
46701774630034,Active,Sierra,Sierra-Plumas Joint Unified,Sierra Pass (Continuation),700 Fourth Street,Loyalton,96118,CA,(530) 993-4454,,www.sierracountyofficeofeducation.org/,39.678903,-120.24507,Marla,Stock,mstock@spjusd.org
46701774630653,Closed,Sierra,Sierra-Plumas Joint Unified,Pliocene Ridge Junior-Senior H,1999 Ridge Road,North San Juan,95960-9610,CA,,,,,,,,
46701774632303,Active,Sierra,Sierra-Plumas Joint Unified,Downieville Junior-Senior High,130 School Street,Downieville,95936,CA,(530) 289-3473,,www.sierracountyofficeofeducation.org/,39.561226,-120.82735,Derek,Cooper,dcooper@spjusd.org
47702436070809,Closed,Siskiyou,Dunsmuir Elementary,Dunsmuir Senior Elementary,4760 Siskiyou Avenue,Dunsmuir,96025,CA,,,,,,,,
47764556050728,Active,Siskiyou,Scott Valley Unified,Etna Elementary,220 Collier Way,Etna,96027-0490,CA,(530) 467-3320,,,41.457849,-122.89405,Debbie,Miller,dmiller@svusd.us
47764556115356,Closed,Siskiyou,Scott Valley Unified,Etna Community Day,220 Collier Way,Etna,96027,CA,,,,41.457849,-122.89405,,,
46701774634259,Active,Sierra,Sierra-Plumas Joint Unified,Loyalton High,700 Fourth Street,Loyalton,96118-0037,CA,(530) 993-4454,,www.sierracountyofficeofeducation.org/,39.678903,-120.24507,Marla,Stock,mstock@spjusd.org
46701776050603,Closed,Sierra,Sierra-Plumas Joint Unified,Pliocene Ridge Elementary,1999 Ridge Road,North San Juan,95960,CA,,,,,,,,
